"","ID","Relaxed","Irritable","Worry","Nervous","Future","Anhedonia","Tired","Hungry","Alone","Angry"
"36",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",40,0.106704643914759,0.201074685896151,0.297719484304906,0.224830009356401,0.220958914802088,0.197201638019394,0.188301729444398,0.216594102337111,0.160779691743481,0.214886877866165
"38",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",48,0.189627536287267,0.286761051463395,0.202091560050721,0.118115458227766,0.0289034945936078,0.0501288072652427,0.0968117741436206,0.328203066251006,0.233918026596948,0.0262738297782191
"45",49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",52,0.19429680859816,0.098945973754416,0.0894046140364037,0.108830052189602,0.144906702037032,0.11436836818848,0.198193583980221,0.172360086540811,0.254150336456553,0.238763603463712
"49",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",57,0.261835044818703,0.252546850456243,0.330007587618784,0.225662501433832,0.143832605072316,0.156800059777788,0.342959809994609,0.240521178840324,0.152275430945871,0.224582306167914
"54",58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",59,0.103233446100908,0.149949882324467,0.122013030941762,0.178390444339337,0.256096868924057,0.232138219491884,0.2120102495167,0.157475751840923,0.197943461997364,0.0985332656549585
"56",60,0.14701581627812,0.117884682455066,0.132355943499334,0.231121484967638,0.216915883027496,0.229864584954479,0.16869179219816,0.237034779954592,0.14547787334894,0.252946542390747
"57",61,0.262291940975338,0.285395148825206,0.243764206329315,0.269897861970325,0.159481799797598,0.189327093346286,0.272219966518885,0.274571468531987,0.0979972360089185,0.298693374810055
"58",62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",68,0.0854406845093541,0.163584316204943,0.177846174660581,0.16470206491309,0.0947003012790769,0.0257990874261182,0.156368713605668,0.086270738138948,0.0429724463276077,0.215610964456324
"65",69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",71,0.146767630825707,0.186780955653889,0.135099596413947,0.161271777125444,0.134019609677994,0.148909761410005,0.230077255475145,0.155240614978002,0.101641899369609,0.0978593579552741
"68",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",78,0.0954103686026811,0.0723430988635552,0.124861011675448,0.110302538651714,0.0313007289626349,0.0104340849691057,0.123251703567644,0.144715469055101,0.138038596541188,0.020867856094306
"75",79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
