"","ID","Worried","Restless","Irritable","Sad","Tired"
"71",71,NA,NA,NA,NA,NA
"72",72,NA,NA,NA,NA,NA
"73",73,0.537102215792203,0.504433757150599,0.548727746885909,0.489589460589464,0.487175903530741
"74",74,0.157230295741959,0.190547250021616,0.193996471248817,0.172223975441838,0.197701968433428
"75",75,NA,NA,NA,NA,NA
"76",76,NA,NA,NA,NA,NA
"77",77,NA,NA,NA,NA,NA
"78",78,NA,NA,NA,NA,NA
"79",79,NA,NA,NA,NA,NA
"80",80,NA,NA,NA,NA,NA
"81",81,NA,NA,NA,NA,NA
"82",82,0.132869313269034,0.170802488046561,0.30615140401527,0.336748634527469,0.213937238732911
"83",83,NA,NA,NA,NA,NA
"84",84,NA,NA,NA,NA,NA
"85",85,NA,NA,NA,NA,NA
"86",86,NA,NA,NA,NA,NA
"87",87,NA,NA,NA,NA,NA
"88",88,0.221823624097625,0.147320894564958,0.321696110659804,0.271485371159462,0.327920026450448
"89",89,NA,NA,NA,NA,NA
"90",90,0.412892640408338,0.416695683484241,0.413290009532476,0.231991772204837,0.116181726190223
"91",91,NA,NA,NA,NA,NA
"92",92,NA,NA,NA,NA,NA
"93",93,NA,NA,NA,NA,NA
"94",94,0.208572976774815,0.306539515363286,0.223241014911859,0.217779949702624,0.389710101289572
"95",95,0.2744953364153,0.306059498651199,0.282876166008305,0.2081143278678,0.239326934987806
"96",96,NA,NA,NA,NA,NA
"97",97,NA,NA,NA,NA,NA
"98",98,NA,NA,NA,NA,NA
"99",99,NA,NA,NA,NA,NA
"100",100,NA,NA,NA,NA,NA
"101",101,NA,NA,NA,NA,NA
"102",102,NA,NA,NA,NA,NA
"103",103,NA,NA,NA,NA,NA
"104",104,NA,NA,NA,NA,NA
"105",105,NA,NA,NA,NA,NA
"106",106,NA,NA,NA,NA,NA
"107",107,NA,NA,NA,NA,NA
"108",108,0.132166058622083,0.129679276660967,0.106436492414642,0.136244478058962,0.165082373092274
"109",109,NA,NA,NA,NA,NA
"110",110,0.147936582016963,0.155682193077851,0.270571537066853,0.201569695754562,0.191518620166478
"111",111,NA,NA,NA,NA,NA
"112",112,NA,NA,NA,NA,NA
"113",113,NA,NA,NA,NA,NA
"114",114,NA,NA,NA,NA,NA
"115",115,0.187171891986171,0.203122922903431,0.192042393267763,0.19634278601212,0.153947932774853
"116",116,0.325919913268931,0.208917452448698,0.343110069846714,0.18258267119535,0.217549506099056
"117",117,NA,NA,NA,NA,NA
"118",118,NA,NA,NA,NA,NA
"119",119,NA,NA,NA,NA,NA
"120",120,NA,NA,NA,NA,NA
"121",121,0.14773421007132,0.128371635870015,0.165581889302114,0.0958317854533699,0.277787616249748
"122",122,0.341048918506857,0.280046916514675,0.180418244372036,0.23789523597121,0.311159780027236
"123",123,NA,NA,NA,NA,NA
"124",124,NA,NA,NA,NA,NA
"125",125,0.0936474306633197,0.117682651011975,0.204318456694523,0.0411475599898911,0.0881917103688197
"126",126,NA,NA,NA,NA,NA
"127",127,NA,NA,NA,NA,NA
"128",128,NA,NA,NA,NA,NA
"129",129,NA,NA,NA,NA,NA
"130",130,0.532766281796753,0.492378440200323,0.542303642808873,0.464718990183548,0.429786455635467
"131",131,0.172586512226654,0.172586512226654,0.0920655618754189,0.199680319977643,0.162208026668756
"132",132,NA,NA,NA,NA,NA
"133",133,NA,NA,NA,NA,NA
"134",134,NA,NA,NA,NA,NA
"135",135,NA,NA,NA,NA,NA
"136",136,NA,NA,NA,NA,NA
"137",137,NA,NA,NA,NA,NA
"138",138,NA,NA,NA,NA,NA
"139",139,NA,NA,NA,NA,NA
"140",140,0.230564086900781,0.172793195871411,0.238274492052785,0.154631063880357,0.415554879824261
